FatalityId,Crash ID,Speed Limit,Number Fatalities,DateID,GeoID,FatalityId_right,CrashID,RoadId,VehicleId,TimeID,HolidayID
Fatality1491,20233054,40,1,Date1570,Geo323,Fatalities11,Crash2,Road59,Vehicle7,Time456,Holiday3
Fatality1492,20154062,100,1,Date1149,Geo72,Fatalities1,Crash1,Road50,Vehicle6,Time393,Holiday3
Fatality1493,20191157,60,1,Date2650,Geo210,Fatalities186,Crash1,Road49,Vehicle6,Time555,Holiday3
Fatality1494,20193023,60,1,Date2530,Geo403,Fatalities117,Crash1,Road13,Vehicle6,Time792,Holiday3
Fatality1495,20192034,60,2,Date3604,Geo383,Fatalities66,Crash2,Road3,Vehicle7,Time373,Holiday3
Fatality1496,20232064,80,2,Date2591,Geo366,Fatalities32,Crash2,Road47,Vehicle6,Time1522,Holiday3
Fatality1497,20161254,100,1,Date2152,Geo515,Fatalities131,Crash1,Road7,Vehicle6,Time688,Holiday3
Fatality1498,20243223,60,1,Date1761,Geo758,Fatalities173,Crash1,Road45,Vehicle6,Time1322,Holiday3
Fatality1499,20191080,60,1,Date2580,Geo17,Fatalities129,Crash2,Road47,Vehicle7,Time1085,Holiday3
Fatality1500,20183211,100,2,Date2901,Geo296,Fatalities2,Crash2,Road45,Vehicle6,Time1415,Holiday3
Fatality1501,20185129,50,1,Date1911,Geo791,Fatalities173,Crash2,Road58,Vehicle6,Time862,Holiday3
Fatality1502,20175007,110,1,Date3577,Geo704,Fatalities176,Crash1,Road56,Vehicle6,Time969,Holiday3
Fatality1503,20231270,60,1,Date590,Geo623,Fatalities50,Crash2,Road43,Vehicle6,Time1034,Holiday3
Fatality1504,20183185,60,1,Date552,Geo437,Fatalities143,Crash2,Road3,Vehicle6,Time1102,Holiday3
Fatality1505,20162050,60,1,Date69,Geo383,Fatalities180,Crash2,Road56,Vehicle6,Time1526,Holiday3
Fatality1506,20241262,60,1,Date2819,Geo719,Fatalities4,Crash1,Road61,Vehicle6,Time1525,Holiday3
Fatality1507,20144032,110,1,Date3027,Geo631,Fatalities143,Crash1,Road47,Vehicle6,Time1488,Holiday3
Fatality1508,20161110,110,1,Date2186,Geo256,Fatalities21,Crash2,Road22,Vehicle6,Time1034,Holiday3
Fatality1509,20233031,60,1,Date2671,Geo733,Fatalities53,Crash2,Road9,Vehicle6,Time456,Holiday3
Fatality1510,20162204,80,1,Date1701,Geo389,Fatalities37,Crash1,Road56,Vehicle6,Time841,Holiday3
Fatality1511,20223226,60,1,Date144,Geo57,Fatalities69,Crash2,Road41,Vehicle6,Time1406,Holiday3
Fatality1512,20152226,80,1,Date1557,Geo752,Fatalities147,Crash1,Road61,Vehicle6,Time926,Holiday3
Fatality1513,20202077,100,1,Date968,Geo124,Fatalities52,Crash1,Road43,Vehicle6,Time979,Holiday3
Fatality1514,20233222,80,1,Date2053,Geo180,Fatalities106,Crash1,Road44,Vehicle6,Time247,Holiday3
Fatality1515,20151285,100,1,Date2511,Geo770,Fatalities135,Crash2,Road43,Vehicle6,Time1334,Holiday3
Fatality1516,20225089,110,1,Date1658,Geo263,Fatalities23,Crash1,Road56,Vehicle6,Time548,Holiday3
Fatality1517,20241279,50,1,Date3553,Geo399,Fatalities133,Crash1,Road39,Vehicle6,Time445,Holiday3
Fatality1518,20197013,110,1,Date1700,Geo799,Fatalities105,Crash1,Road1,Vehicle6,Time356,Holiday3
Fatality1519,20152135,50,1,Date1924,Geo389,Fatalities53,Crash1,Road36,Vehicle6,Time415,Holiday3
Fatality1520,20153205,60,2,Date3239,Geo479,Fatalities177,Crash1,Road16,Vehicle6,Time1041,Holiday3
Fatality1521,20167013,10,1,Date374,Geo618,Fatalities141,Crash1,Road39,Vehicle4,Time1494,Holiday3
Fatality1522,20161226,60,1,Date3589,Geo399,Fatalities155,Crash1,Road49,Vehicle6,Time72,Holiday3
Fatality1523,20182015,60,1,Date1911,Geo61,Fatalities10,Crash1,Road61,Vehicle6,Time1102,Holiday3
Fatality1524,20143175,60,1,Date3701,Geo479,Fatalities190,Crash2,Road26,Vehicle7,Time456,Holiday3
Fatality1525,20227002,110,1,Date2339,Geo303,Fatalities37,Crash1,Road3,Vehicle6,Time684,Holiday3
Fatality1526,20221217,70,1,Date144,Geo228,Fatalities93,Crash2,Road25,Vehicle6,Time1047,Holiday3
Fatality1527,20242040,100,1,Date2516,Geo35,Fatalities21,Crash1,Road47,Vehicle4,Time973,Holiday3
Fatality1528,20182046,80,1,Date1195,Geo577,Fatalities80,Crash1,Road43,Vehicle6,Time834,Holiday3
Fatality1529,20222133,60,1,Date2564,Geo383,Fatalities157,Crash2,Road45,Vehicle6,Time1444,Holiday3
Fatality1530,20154017,100,1,Date2916,Geo625,Fatalities143,Crash1,Road42,Vehicle6,Time722,Holiday3
Fatality1531,20145152,80,1,Date3250,Geo310,Fatalities173,Crash2,Road25,Vehicle6,Time110,Holiday3
Fatality1532,20195078,40,1,Date3745,Geo2,Fatalities79,Crash1,Road50,Vehicle6,Time207,Holiday3
Fatality1533,20172031,100,1,Date549,Geo558,Fatalities64,Crash2,Road47,Vehicle6,Time493,Holiday3
Fatality1534,20171001,110,1,Date333,Geo214,Fatalities194,Crash1,Road47,Vehicle6,Time895,Holiday3
Fatality1535,20191099,80,1,Date389,Geo526,Fatalities52,Crash2,Road42,Vehicle6,Time954,Holiday3
Fatality1536,20171054,100,1,Date3457,Geo235,Fatalities185,Crash1,Road47,Vehicle4,Time175,Holiday3
Fatality1537,20185112,60,1,Date463,Geo203,Fatalities105,Crash1,Road16,Vehicle6,Time351,Holiday3
Fatality1538,20195040,100,1,Date3015,Geo238,Fatalities197,Crash1,Road57,Vehicle6,Time13,Holiday3
Fatality1539,20194073,80,1,Date1916,Geo184,Fatalities202,Crash2,Road47,Vehicle6,Time238,Holiday3
Fatality1540,20194051,100,1,Date2954,Geo747,Fatalities190,Crash1,Road31,Vehicle6,Time493,Holiday3
Fatality1541,20212156,60,2,Date2191,Geo306,Fatalities26,Crash2,Road57,Vehicle7,Time1417,Holiday3
Fatality1542,20175035,50,1,Date519,Geo238,Fatalities28,Crash2,Road45,Vehicle7,Time791,Holiday3
Fatality1543,20234002,60,1,Date2128,Geo465,Fatalities36,Crash1,Road44,Vehicle6,Time1032,Holiday3
Fatality1544,20202026,100,1,Date3531,Geo506,Fatalities5,Crash1,Road43,Vehicle6,Time1103,Holiday3
Fatality1545,20141088,80,1,Date868,Geo639,Fatalities94,Crash2,Road56,Vehicle7,Time823,Holiday3
Fatality1546,20155090,100,1,Date789,Geo293,Fatalities36,Crash2,Road43,Vehicle6,Time1447,Holiday3
Fatality1547,20193117,60,1,Date3582,Geo356,Fatalities90,Crash1,Road39,Vehicle6,Time792,Holiday3
Fatality1548,20203180,100,1,Date3177,Geo427,Fatalities61,Crash2,Road47,Vehicle4,Time1101,Holiday3
Fatality1549,20152058,50,1,Date2916,Geo320,Fatalities27,Crash2,Road36,Vehicle6,Time1415,Holiday3
Fatality1550,20175119,110,1,Date901,Geo485,Fatalities90,Crash2,Road47,Vehicle7,Time396,Holiday3
Fatality1551,20171070,100,1,Date2172,Geo448,Fatalities149,Crash2,Road47,Vehicle7,Time240,Holiday3
Fatality1552,20161197,40,1,Date185,Geo114,Fatalities17,Crash1,Road44,Vehicle6,Time465,Holiday3
Fatality1553,20161139,60,1,Date2074,Geo574,Fatalities36,Crash1,Road45,Vehicle7,Time68,Holiday3
Fatality1554,20171092,100,1,Date2156,Geo215,Fatalities143,Crash1,Road47,Vehicle6,Time1391,Holiday3
Fatality1555,20151185,100,2,Date3083,Geo466,Fatalities147,Crash2,Road47,Vehicle3,Time1151,Holiday3
Fatality1556,20185072,70,1,Date2059,Geo310,Fatalities186,Crash2,Road47,Vehicle6,Time432,Holiday3
Fatality1557,20171056,50,1,Date2799,Geo116,Fatalities125,Crash1,Road39,Vehicle7,Time612,Holiday3
Fatality1558,20181173,50,1,Date2440,Geo228,Fatalities106,Crash2,Road36,Vehicle6,Time853,Holiday3
Fatality1559,20212180,60,1,Date415,Geo709,Fatalities39,Crash2,Road31,Vehicle6,Time142,Holiday3
Fatality1560,20232167,60,1,Date3488,Geo725,Fatalities27,Crash2,Road52,Vehicle7,Time1033,Holiday3
Fatality1561,20141207,100,1,Date3041,Geo639,Fatalities106,Crash2,Road56,Vehicle6,Time368,Holiday3
Fatality1562,20211088,100,1,Date2117,Geo258,Fatalities8,Crash2,Road7,Vehicle7,Time110,Holiday3
Fatality1563,20153074,60,1,Date2746,Geo479,Fatalities124,Crash1,Road56,Vehicle6,Time1102,Holiday3
Fatality1564,20163029,100,1,Date2601,Geo479,Fatalities54,Crash1,Road56,Vehicle6,Time393,Holiday3
Fatality1565,20146008,50,2,Date3328,Geo555,Fatalities116,Crash1,Road43,Vehicle6,Time247,Holiday3
Fatality1566,20197018,130,5,Date214,Geo415,Fatalities27,Crash1,Road31,Vehicle6,Time332,Holiday3
Fatality1567,20243228,40,1,Date1761,Geo323,Fatalities152,Crash1,Road49,Vehicle5,Time792,Holiday3
Fatality1568,20141157,50,1,Date555,Geo639,Fatalities118,Crash2,Road56,Vehicle6,Time184,Holiday3
Fatality1569,20173067,80,1,Date1863,Geo593,Fatalities182,Crash2,Road44,Vehicle6,Time1047,Holiday3
Fatality1570,20168005,100,1,Date2121,Geo508,Fatalities11,Crash2,Road47,Vehicle6,Time349,Holiday3
Fatality1571,20185117,110,1,Date12,Geo350,Fatalities69,Crash2,Road22,Vehicle6,Time894,Holiday3
Fatality1572,20241058,100,1,Date3397,Geo792,Fatalities118,Crash1,Road43,Vehicle6,Time1341,Holiday3
Fatality1573,20233168,100,1,Date3107,Geo225,Fatalities194,Crash1,Road47,Vehicle6,Time988,Holiday3
Fatality1574,20173099,40,1,Date333,Geo323,Fatalities65,Crash1,Road49,Vehicle5,Time58,Holiday3
Fatality1575,20161208,100,1,Date3115,Geo214,Fatalities21,Crash1,Road44,Vehicle6,Time1308,Holiday3
Fatality1576,20165021,110,1,Date199,Geo632,Fatalities141,Crash2,Road43,Vehicle7,Time54,Holiday1
Fatality1577,20222016,60,1,Date2747,Geo138,Fatalities106,Crash1,Road25,Vehicle6,Time1239,Holiday3
Fatality1578,20151283,100,1,Date789,Geo739,Fatalities192,Crash1,Road31,Vehicle6,Time227,Holiday3
Fatality1579,20164076,100,1,Date1670,Geo324,Fatalities65,Crash2,Road44,Vehicle6,Time1044,Holiday3
Fatality1580,20191095,50,1,Date3634,Geo63,Fatalities2,Crash1,Road44,Vehicle6,Time1288,Holiday3
Fatality1581,20165098,60,1,Date2200,Geo11,Fatalities145,Crash2,Road31,Vehicle6,Time1156,Holiday3
Fatality1583,20173023,100,3,Date1606,Geo182,Fatalities22,Crash2,Road57,Vehicle2,Time1333,Holiday3
Fatality1584,20211252,70,1,Date2534,Geo399,Fatalities61,Crash2,Road22,Vehicle6,Time1526,Holiday3
Fatality1585,20215048,50,1,Date2198,Geo673,Fatalities21,Crash2,Road36,Vehicle6,Time880,Holiday3
Fatality1586,20185091,50,1,Date979,Geo559,Fatalities149,Crash2,Road50,Vehicle6,Time1396,Holiday3
Fatality1587,20192174,100,1,Date2253,Geo306,Fatalities22,Crash1,Road9,Vehicle6,Time403,Holiday3
Fatality1588,20171348,50,1,Date2156,Geo327,Fatalities183,Crash2,Road13,Vehicle6,Time496,Holiday3
Fatality1589,20213144,60,1,Date1269,Geo593,Fatalities95,Crash1,Road49,Vehicle6,Time206,Holiday3
Fatality1590,20172017,100,1,Date178,Geo464,Fatalities181,Crash2,Road59,Vehicle6,Time1209,Holiday3
Fatality1591,20195139,80,2,Date2389,Geo504,Fatalities22,Crash2,Road45,Vehicle6,Time1403,Holiday3
Fatality1592,20164054,80,1,Date2788,Geo698,Fatalities150,Crash2,Road47,Vehicle7,Time226,Holiday3
Fatality1593,20161273,110,1,Date1220,Geo167,Fatalities23,Crash1,Road47,Vehicle6,Time1275,Holiday3
Fatality1594,20152164,100,1,Date3504,Geo522,Fatalities42,Crash1,Road43,Vehicle6,Time958,Holiday3
Fatality1595,20153011,60,1,Date3722,Geo479,Fatalities175,Crash1,Road58,Vehicle6,Time1101,Holiday3
Fatality1596,20151169,80,1,Date3417,Geo267,Fatalities170,Crash2,Road45,Vehicle7,Time42,Holiday3
Fatality1597,20231130,110,2,Date2107,Geo560,Fatalities138,Crash1,Road47,Vehicle4,Time752,Holiday3
Fatality1598,20141011,60,1,Date3101,Geo639,Fatalities43,Crash2,Road56,Vehicle7,Time352,Holiday3
Fatality1599,20145011,90,1,Date566,Geo223,Fatalities137,Crash1,Road43,Vehicle6,Time488,Holiday3
Fatality1600,20217018,70,1,Date2991,Geo618,Fatalities168,Crash1,Road61,Vehicle5,Time1445,Holiday3
Fatality1601,20141095,60,1,Date1707,Geo639,Fatalities142,Crash2,Road26,Vehicle6,Time804,Holiday3
Fatality1602,20153143,100,1,Date3616,Geo479,Fatalities186,Crash1,Road56,Vehicle6,Time1415,Holiday3
Fatality1603,20153118,100,1,Date3287,Geo479,Fatalities36,Crash1,Road58,Vehicle6,Time854,Holiday3
Fatality1604,20153216,100,1,Date1557,Geo479,Fatalities140,Crash2,Road56,Vehicle6,Time1102,Holiday3
Fatality1605,20243102,80,1,Date997,Geo200,Fatalities105,Crash2,Road9,Vehicle6,Time854,Holiday3
Fatality1606,20223036,100,2,Date2222,Geo104,Fatalities124,Crash2,Road57,Vehicle6,Time247,Holiday3
Fatality1607,20197018,130,5,Date214,Geo415,Fatalities124,Crash1,Road31,Vehicle6,Time332,Holiday3
Fatality1608,20144024,60,1,Date539,Geo634,Fatalities123,Crash1,Road33,Vehicle6,Time176,Holiday3
Fatality1609,20223029,70,1,Date1030,Geo437,Fatalities86,Crash2,Road20,Vehicle7,Time488,Holiday3
Fatality1610,20202015,110,1,Date1103,Geo226,Fatalities5,Crash1,Road47,Vehicle6,Time590,Holiday3
Fatality1611,20231144,50,1,Date3326,Geo705,Fatalities163,Crash1,Road39,Vehicle6,Time2,Holiday3
Fatality1612,20223168,100,1,Date1284,Geo582,Fatalities141,Crash1,Road44,Vehicle6,Time988,Holiday3
Fatality1613,20171116,100,2,Date519,Geo584,Fatalities43,Crash2,Road31,Vehicle7,Time598,Holiday3
Fatality1614,20141084,100,2,Date851,Geo639,Fatalities160,Crash2,Road16,Vehicle4,Time1103,Holiday3
Fatality1615,20185026,110,1,Date213,Geo42,Fatalities5,Crash1,Road43,Vehicle6,Time277,Holiday3
Fatality1616,20142182,60,1,Date168,Geo592,Fatalities127,Crash1,Road2,Vehicle6,Time763,Holiday3
Fatality1617,20142140,80,1,Date851,Geo592,Fatalities16,Crash1,Road56,Vehicle6,Time736,Holiday3
Fatality1618,20244076,100,1,Date2199,Geo677,Fatalities137,Crash1,Road44,Vehicle6,Time818,Holiday3
Fatality1619,20195059,60,1,Date1210,Geo562,Fatalities21,Crash2,Road25,Vehicle6,Time979,Holiday3
Fatality1620,20225031,70,1,Date560,Geo271,Fatalities27,Crash1,Road56,Vehicle6,Time233,Holiday3
Fatality1621,20242026,60,1,Date3010,Geo129,Fatalities105,Crash1,Road3,Vehicle6,Time951,Holiday3
Fatality1622,20243122,60,1,Date3461,Geo671,Fatalities99,Crash1,Road49,Vehicle6,Time1265,Holiday3
Fatality1623,20227030,70,4,Date3556,Geo102,Fatalities137,Crash1,Road3,Vehicle6,Time279,Holiday3
Fatality1624,20223235,100,1,Date2164,Geo621,Fatalities114,Crash2,Road57,Vehicle6,Time1526,Holiday3
Fatality1625,20182187,100,1,Date2161,Geo661,Fatalities147,Crash1,Road9,Vehicle6,Time1323,Holiday3
Fatality1626,20152174,100,3,Date2411,Geo354,Fatalities51,Crash1,Road31,Vehicle6,Time64,Holiday3
Fatality1627,20182173,80,4,Date2097,Geo496,Fatalities79,Crash2,Road43,Vehicle6,Time616,Holiday3
Fatality1628,20175140,80,2,Date3790,Geo419,Fatalities17,Crash1,Road50,Vehicle6,Time1045,Holiday3
Fatality1629,20175010,110,1,Date901,Geo253,Fatalities27,Crash1,Road43,Vehicle6,Time1204,Holiday3
Fatality1630,20145037,60,1,Date3041,Geo384,Fatalities36,Crash1,Road36,Vehicle6,Time1374,Holiday3
Fatality1631,20151232,100,1,Date1258,Geo12,Fatalities94,Crash1,Road44,Vehicle6,Time493,Holiday3
Fatality1632,20183145,50,1,Date3494,Geo452,Fatalities124,Crash1,Road36,Vehicle6,Time1265,Holiday3
Fatality1633,20143101,100,3,Date704,Geo479,Fatalities94,Crash2,Road56,Vehicle4,Time1526,Holiday3
Fatality1634,20192238,70,1,Date2253,Geo589,Fatalities36,Crash1,Road61,Vehicle6,Time688,Holiday3
Fatality1635,20193010,80,1,Date1700,Geo758,Fatalities143,Crash1,Road44,Vehicle6,Time1102,Holiday3
Fatality1636,20195024,110,1,Date111,Geo419,Fatalities2,Crash1,Road43,Vehicle6,Time1476,Holiday3
Fatality1637,20141254,100,1,Date1446,Geo639,Fatalities105,Crash2,Road56,Vehicle5,Time1281,Holiday3
Fatality1638,20241254,80,2,Date3635,Geo466,Fatalities124,Crash1,Road15,Vehicle6,Time899,Holiday3
Fatality1639,20224029,100,1,Date2222,Geo268,Fatalities105,Crash1,Road43,Vehicle6,Time823,Holiday3
Fatality1640,20222189,100,1,Date3780,Geo606,Fatalities134,Crash2,Road39,Vehicle6,Time385,Holiday3
Fatality1641,20246008,<40,1,Date2552,Geo619,Fatalities29,Crash2,Road27,Vehicle6,Time1102,Holiday3
Fatality1642,20233163,100,1,Date2053,Geo170,Fatalities122,Crash2,Road45,Vehicle6,Time393,Holiday3
Fatality1643,20212163,80,1,Date2740,Geo687,Fatalities21,Crash1,Road44,Vehicle6,Time895,Holiday3
Fatality1644,20171243,100,1,Date2171,Geo466,Fatalities186,Crash1,Road47,Vehicle6,Time297,Holiday3
Fatality1645,20151206,100,1,Date1107,Geo277,Fatalities161,Crash2,Road7,Vehicle6,Time1146,Holiday3
Fatality1646,20201251,70,2,Date1380,Geo130,Fatalities118,Crash1,Road43,Vehicle6,Time988,Holiday3
Fatality1647,20181271,50,2,Date3494,Geo678,Fatalities22,Crash1,Road31,Vehicle6,Time736,Holiday3
Fatality1648,20202159,60,1,Date471,Geo447,Fatalities138,Crash1,Road45,Vehicle6,Time1124,Holiday3
Fatality1649,20202102,100,1,Date841,Geo283,Fatalities169,Crash1,Road43,Vehicle6,Time428,Holiday3
Fatality1650,20151113,100,2,Date3417,Geo556,Fatalities140,Crash2,Road57,Vehicle4,Time1164,Holiday3
Fatality1651,20212151,100,1,Date624,Geo404,Fatalities9,Crash1,Road44,Vehicle6,Time343,Holiday3
Fatality1652,20175151,50,1,Date286,Geo531,Fatalities149,Crash1,Road39,Vehicle6,Time1334,Holiday3
Fatality1653,20213239,100,1,Date2023,Geo601,Fatalities22,Crash1,Road9,Vehicle6,Time792,Holiday3
Fatality1654,20152141,100,1,Date1258,Geo342,Fatalities124,Crash2,Road47,Vehicle6,Time257,Holiday3
Fatality1655,20232249,100,4,Date119,Geo592,Fatalities96,Crash1,Road3,Vehicle6,Time1281,Holiday3
Fatality1656,20185039,110,2,Date3108,Geo282,Fatalities103,Crash2,Road57,Vehicle4,Time695,Holiday3
Fatality1657,20153111,60,1,Date2511,Geo479,Fatalities16,Crash2,Road16,Vehicle6,Time1047,Holiday3
Fatality1658,20181288,70,1,Date2901,Geo357,Fatalities80,Crash2,Road25,Vehicle6,Time454,Holiday3
Fatality1659,20204063,90,1,Date873,Geo465,Fatalities37,Crash1,Road47,Vehicle6,Time61,Holiday3
Fatality1660,20233114,60,1,Date2058,Geo370,Fatalities150,Crash2,Road9,Vehicle6,Time792,Holiday3
Fatality1661,20157035,80,1,Date567,Geo372,Fatalities93,Crash2,Road25,Vehicle6,Time1435,Holiday3
Fatality1662,20143149,50,1,Date1971,Geo479,Fatalities167,Crash1,Road2,Vehicle6,Time1047,Holiday3
Fatality1663,20211002,100,1,Date3813,Geo576,Fatalities5,Crash2,Road47,Vehicle4,Time1322,Holiday3
Fatality1664,20217030,100,1,Date3609,Geo102,Fatalities172,Crash2,Road43,Vehicle6,Time850,Holiday3
Fatality1665,20177011,80,1,Date2799,Geo106,Fatalities33,Crash1,Road35,Vehicle5,Time1222,Holiday3
Fatality1666,20153200,80,1,Date3417,Geo479,Fatalities100,Crash1,Road56,Vehicle6,Time854,Holiday3
Fatality1667,20185098,110,1,Date1513,Geo596,Fatalities134,Crash2,Road47,Vehicle4,Time1185,Holiday3
Fatality1668,20147013,130,1,Date1707,Geo80,Fatalities24,Crash2,Road2,Vehicle6,Time1333,Holiday3
Fatality1669,20203155,100,1,Date1610,Geo777,Fatalities105,Crash1,Road45,Vehicle6,Time1526,Holiday3
Fatality1670,20181026,100,1,Date979,Geo679,Fatalities57,Crash2,Road47,Vehicle6,Time687,Holiday3
Fatality1671,20165002,110,1,Date2898,Geo92,Fatalities24,Crash2,Road47,Vehicle6,Time799,Holiday3
Fatality1672,20151063,80,3,Date1838,Geo54,Fatalities105,Crash2,Road31,Vehicle6,Time47,Holiday3
Fatality1673,20171154,110,1,Date2171,Geo466,Fatalities16,Crash1,Road47,Vehicle6,Time792,Holiday2
Fatality1674,20161083,40,1,Date2785,Geo660,Fatalities34,Crash1,Road61,Vehicle6,Time584,Holiday3
Fatality1675,20171031,100,1,Date506,Geo767,Fatalities79,Crash1,Road31,Vehicle6,Time1376,Holiday3
Fatality1676,20211078,110,1,Date121,Geo560,Fatalities118,Crash2,Road47,Vehicle7,Time973,Holiday3
Fatality1677,20192011,60,1,Date2342,Geo118,Fatalities170,Crash1,Road61,Vehicle6,Time290,Holiday3
Fatality1678,20147034,70,1,Date1667,Geo80,Fatalities137,Crash2,Road16,Vehicle6,Time493,Holiday3
Fatality1679,20231114,110,1,Date2107,Geo37,Fatalities86,Crash2,Road47,Vehicle4,Time473,Holiday3
Fatality1680,20215152,80,1,Date3410,Geo497,Fatalities86,Crash2,Road45,Vehicle6,Time1270,Holiday2
Fatality1682,20241282,50,1,Date852,Geo319,Fatalities64,Crash1,Road45,Vehicle6,Time23,Holiday3
Fatality1683,20212095,50,1,Date1737,Geo4,Fatalities115,Crash1,Road45,Vehicle6,Time650,Holiday3
Fatality1684,20185020,70,1,Date2901,Geo715,Fatalities22,Crash1,Road22,Vehicle6,Time1531,Holiday3
Fatality1685,20201085,50,1,Date214,Geo597,Fatalities86,Crash2,Road59,Vehicle6,Time979,Holiday3
Fatality1686,20193162,100,1,Date3604,Geo734,Fatalities163,Crash2,Road44,Vehicle4,Time854,Holiday3
Fatality1687,20183146,100,1,Date1468,Geo206,Fatalities40,Crash1,Road47,Vehicle6,Time1333,Holiday3
Fatality1688,20183169,70,1,Date2396,Geo488,Fatalities125,Crash2,Road44,Vehicle6,Time1451,Holiday1
Fatality1689,20213185,80,1,Date1737,Geo699,Fatalities185,Crash1,Road45,Vehicle6,Time792,Holiday3
Fatality1690,20222183,80,1,Date1186,Geo79,Fatalities61,Crash2,Road25,Vehicle6,Time698,Holiday3
Fatality1691,20182121,60,1,Date781,Geo354,Fatalities38,Crash2,Road31,Vehicle4,Time247,Holiday3
Fatality1692,20191249,50,1,Date111,Geo348,Fatalities20,Crash1,Road45,Vehicle6,Time428,Holiday3
Fatality1693,20232012,60,1,Date3664,Geo320,Fatalities43,Crash2,Road21,Vehicle6,Time1347,Holiday3
Fatality1694,20195004,50,1,Date3015,Geo503,Fatalities23,Crash2,Road36,Vehicle6,Time543,Holiday3
Fatality1695,20151194,50,1,Date2729,Geo371,Fatalities87,Crash1,Road50,Vehicle6,Time469,Holiday3
Fatality1696,20152089,100,1,Date2746,Geo752,Fatalities199,Crash2,Road47,Vehicle4,Time396,Holiday3
Fatality1697,20233085,60,1,Date1688,Geo730,Fatalities129,Crash1,Road45,Vehicle6,Time493,Holiday3
Fatality1698,20153131,100,2,Date3239,Geo479,Fatalities105,Crash2,Road56,Vehicle6,Time1415,Holiday3
Fatality1699,20231123,80,2,Date2515,Geo228,Fatalities80,Crash1,Road45,Vehicle6,Time1335,Holiday3
Fatality1700,20222166,50,1,Date2369,Geo285,Fatalities5,Crash1,Road36,Vehicle6,Time837,Holiday3
Fatality1701,20231077,60,1,Date1570,Geo753,Fatalities68,Crash2,Road39,Vehicle6,Time1450,Holiday3
Fatality1702,20163019,60,1,Date1701,Geo479,Fatalities21,Crash1,Road2,Vehicle6,Time1322,Holiday3
Fatality1703,20221084,50,1,Date3556,Geo116,Fatalities179,Crash1,Road45,Vehicle6,Time979,Holiday3
Fatality1704,20225071,110,1,Date3586,Geo230,Fatalities53,Crash1,Road56,Vehicle6,Time1225,Holiday3
Fatality1705,20213086,100,1,Date2191,Geo499,Fatalities29,Crash1,Road47,Vehicle6,Time1415,Holiday3
Fatality1706,20232109,60,1,Date2107,Geo240,Fatalities193,Crash2,Road50,Vehicle6,Time734,Holiday3
Fatality1707,20201016,100,1,Date52,Geo440,Fatalities40,Crash2,Road47,Vehicle7,Time616,Holiday3
Fatality1708,20183064,60,1,Date2396,Geo57,Fatalities38,Crash2,Road44,Vehicle6,Time792,Holiday3
Fatality1709,20152037,100,1,Date1166,Geo299,Fatalities202,Crash2,Road44,Vehicle4,Time862,Holiday3
Fatality1710,20224010,100,1,Date1561,Geo742,Fatalities142,Crash1,Road35,Vehicle6,Time947,Holiday3
Fatality1711,20203201,100,1,Date715,Geo182,Fatalities5,Crash1,Road47,Vehicle6,Time175,Holiday2
Fatality1712,20163203,50,1,Date1436,Geo479,Fatalities2,Crash2,Road58,Vehicle6,Time393,Holiday3
Fatality1713,20231054,40,1,Date2128,Geo398,Fatalities180,Crash1,Road31,Vehicle5,Time140,Holiday3
Fatality1714,20162094,80,1,Date854,Geo779,Fatalities175,Crash2,Road56,Vehicle7,Time957,Holiday3
Fatality1715,20223151,50,1,Date2222,Geo495,Fatalities21,Crash1,Road36,Vehicle6,Time1047,Holiday3
Fatality1716,20202044,60,1,Date666,Geo484,Fatalities61,Crash1,Road45,Vehicle6,Time948,Holiday3
Fatality1717,20183122,70,1,Date2602,Geo330,Fatalities37,Crash2,Road44,Vehicle6,Time1094,Holiday3
Fatality1718,20223083,100,1,Date2263,Geo182,Fatalities146,Crash2,Road47,Vehicle7,Time1102,Holiday3
Fatality1719,20165044,90,3,Date220,Geo25,Fatalities162,Crash2,Road43,Vehicle6,Time1451,Holiday3
Fatality1720,20183080,100,2,Date692,Geo733,Fatalities5,Crash1,Road3,Vehicle6,Time1102,Holiday3
Fatality1721,20223066,100,1,Date2361,Geo593,Fatalities11,Crash1,Road22,Vehicle6,Time247,Holiday3
Fatality1722,20203186,60,1,Date3606,Geo593,Fatalities186,Crash1,Road45,Vehicle6,Time792,Holiday3
Fatality1723,20185138,110,1,Date1407,Geo147,Fatalities178,Crash1,Road47,Vehicle6,Time1288,Holiday3
Fatality1724,20152150,100,1,Date1354,Geo765,Fatalities102,Crash1,Road43,Vehicle6,Time496,Holiday3
Fatality1725,20216027,110,1,Date3217,Geo463,Fatalities24,Crash1,Road22,Vehicle6,Time1247,Holiday3
Fatality1726,20152209,100,1,Date1557,Geo522,Fatalities129,Crash1,Road42,Vehicle6,Time1152,Holiday3
Fatality1727,20242265,100,2,Date3082,Geo149,Fatalities181,Crash2,Road43,Vehicle6,Time154,Holiday3
Fatality1728,20183194,100,1,Date2985,Geo24,Fatalities181,Crash1,Road35,Vehicle6,Time1322,Holiday3
Fatality1729,20193179,60,1,Date1400,Geo593,Fatalities20,Crash2,Road42,Vehicle6,Time456,Holiday3
Fatality1730,20231285,80,1,Date3422,Geo409,Fatalities127,Crash2,Road47,Vehicle7,Time763,Holiday3
Fatality1731,20174080,60,1,Date1525,Geo344,Fatalities81,Crash1,Road42,Vehicle6,Time1294,Holiday3
